company_name,registered,company_age,valid_address,domain_age,listed_in_gov_db,has_audited_reports,is_fraud
Lewis PLC,1,12,1,9,0,1,0
"Hughes, Russell and Wilson",0,49,1,6,0,0,1
"Wilson, Howell and Wilson",1,18,0,19,1,0,1
"Rivera, Drake and Taylor",0,25,1,6,1,1,0
"Hawkins, Bailey and Williams",1,30,0,6,1,0,1
Ryan LLC,0,35,1,20,1,1,0
"Lewis, Wheeler and Hines",0,2,1,18,1,0,1
Johnson-Medina,1,0,0,9,1,1,1
Kim and Sons,1,32,0,9,0,1,1
Oliver and Sons,0,12,0,9,1,0,1
Ellis Inc,1,3,1,17,0,1,1
"Romero, Maynard and Wheeler",1,38,1,11,1,1,0
Mann PLC,0,12,1,17,1,0,1
Rodriguez Ltd,1,1,1,7,0,1,0
"Ward, Smith and Williams",1,8,1,19,1,1,0
"Murphy, Berg and Robinson",0,12,0,17,0,1,1
Buchanan-Greer,0,27,0,6,0,1,1
Lutz-Brennan,1,46,0,4,1,1,0
"Simon, Richards and Garcia",1,50,0,20,1,0,1
"Summers, Barber and Porter",1,45,1,5,1,1,0
"Perry, Parrish and Brennan",1,31,0,12,1,0,1
Bailey Ltd,1,24,1,10,0,0,0
Fields-Johnson,1,1,1,20,0,0,0
"Holland, Yang and Smith",0,18,0,15,1,0,1
Saunders-Munoz,0,17,0,17,1,1,0
Archer-Peterson,1,16,0,4,1,1,1
"Pineda, Garcia and Barrett",0,10,1,9,0,1,0
"Cook, Carlson and Jones",1,17,0,10,1,0,1
Francis and Sons,1,41,0,20,0,0,1
Pollard-Aguirre,1,0,1,19,1,0,0
Arnold PLC,0,13,0,15,1,1,1
Mills Group,0,25,1,20,1,0,1
Hunter and Sons,1,42,0,14,0,1,0
Shah PLC,0,23,0,9,1,0,1
Nash-Hunter,1,43,0,17,1,0,1
Knapp Group,0,18,0,19,1,0,1
Butler-Johnson,0,9,1,12,1,1,0
Moss and Sons,1,26,1,18,1,0,0
Moore Group,1,22,1,18,0,0,0
Martin-Russell,1,38,1,11,1,0,0
Baker and Sons,1,9,1,16,1,1,0
Dean Inc,1,4,1,20,1,1,0
"Mercado, Ellison and Ryan",0,46,1,3,0,0,1
Lopez Ltd,1,18,0,3,0,0,1
Duncan-Frank,1,6,1,2,0,0,0
"Fisher, Espinoza and Porter",1,6,0,15,1,1,1
"Thompson, Marshall and Smith",1,22,1,5,1,1,1
Hobbs-Wilson,1,10,1,0,1,0,1
"Winters, Barajas and Evans",1,46,1,2,1,1,0
"Jones, Arnold and Lewis",1,26,0,8,0,1,1
Brady Group,1,4,0,9,1,0,0
Ruiz-Stein,0,8,0,15,0,1,1
Hernandez Inc,1,26,0,14,1,1,0
Wilson Group,1,26,1,2,0,1,0
Bowers LLC,1,28,1,16,0,1,1
"Aguilar, Jackson and Williams",1,33,1,0,0,0,1
Mccullough-Brown,0,8,1,17,0,0,1
"Henry, Barrett and Bell",0,15,0,3,1,1,1
"Jackson, Green and Robles",0,39,1,19,1,1,0
Smith-Thornton,0,41,1,0,0,1,1
Maddox LLC,0,26,1,12,1,1,0
"Gardner, Owens and Livingston",1,14,0,17,1,1,1
Smith LLC,1,34,0,3,0,1,1
Sullivan-Winters,1,49,0,18,0,0,1
"Mendoza, Webb and Acosta",1,28,1,3,1,1,1
Taylor-Mccarty,0,44,0,18,1,1,1
Davis-Sharp,0,40,1,11,1,1,0
Christensen-Koch,1,48,0,5,0,0,0
Coffey-Perkins,0,32,1,8,1,1,1
Aguilar-Gilbert,1,47,0,19,1,0,1
Adams PLC,0,16,1,15,1,1,0
"Bailey, Thompson and Smith",0,19,1,16,0,1,1
Edwards PLC,1,23,1,3,1,0,1
Thompson-Silva,1,35,0,13,1,1,1
Johnson Group,1,44,0,0,1,0,1
Sullivan Ltd,1,16,1,2,0,1,1
"Fleming, Adams and Levine",1,47,1,8,0,0,1
Watts Inc,1,5,1,14,1,0,0
"Perkins, Johnson and Mcdonald",0,49,1,11,1,1,0
Thomas-Phillips,1,1,1,15,1,0,0
Butler-Johnson,0,9,1,12,1,1,0
Hill-Gomez,1,43,1,17,1,1,1
Kerr PLC,1,27,1,13,1,0,0
Zavala-Smith,0,44,1,13,1,1,0
"Savage, Colon and Walker",1,7,0,11,0,0,1
"Gould, Miles and Banks",1,7,0,15,0,1,0
Wilkerson-Diaz,1,43,1,8,1,1,0
Wright-Burton,1,46,0,20,1,1,0
"Johnson, Schwartz and Ryan",0,25,1,6,1,0,0
Sanchez PLC,1,27,0,11,1,1,1
Perry Inc,1,28,1,4,1,0,0
"Scott, Harris and Fuentes",1,18,0,20,1,1,1
"Graves, Wong and Henderson",1,3,1,11,1,1,0
Mckee-Butler,0,28,0,3,1,0,1
"Silva, Jackson and Hayden",1,43,0,6,1,0,1
Smith-Watson,0,24,0,9,0,0,1
Lopez Inc,1,22,1,8,0,0,0
"Sullivan, Brown and Johnson",1,18,1,15,1,1,0
Tyler Inc,0,41,0,12,0,1,1
"Thompson, Barrett and Sullivan",0,4,1,20,0,1,1
Rodriguez Ltd,1,1,1,7,0,1,0
Marshall-Allen,0,48,0,5,1,1,1
"Shaw, Freeman and Wilson",1,23,0,17,1,0,1
Thomas-Vasquez,1,47,0,3,1,1,0
"Nichols, Moore and Valentine",0,33,1,4,1,1,0
"Torres, Choi and Robbins",0,11,1,8,1,0,0
Thomas Inc,1,14,1,14,1,0,0
"Graves, Wong and Henderson",1,3,1,11,1,1,0
"Jones, Ryan and Carter",0,17,1,10,1,1,0
Mckee-Monroe,1,33,0,13,1,1,0
Woods Group,1,29,0,16,1,1,0
Moore-Mckinney,0,41,0,1,1,1,0
Lopez Group,1,27,0,10,1,0,1
Lopez-Hughes,0,29,0,8,0,0,1
Hale-Williams,0,24,1,18,1,1,1
Johnson LLC,1,50,0,5,1,0,0
Hill PLC,1,1,1,19,1,0,1
Collins Group,1,23,1,4,1,1,0
Moore Ltd,1,23,1,10,1,1,0
Thornton PLC,1,14,1,20,1,1,0
Morton-Peterson,1,16,0,17,1,1,1
Stephens-Barber,1,38,1,18,0,1,1
Porter Ltd,0,16,1,8,1,0,1
Smith Ltd,1,26,1,11,0,1,1
"Price, Mitchell and Clark",1,39,1,3,0,0,1
"James, Burton and Kennedy",1,9,1,9,0,1,0
Brown and Sons,1,28,1,3,1,1,1
"Wilkins, Hawkins and Williams",1,49,1,5,0,0,0
Parsons-Russell,1,7,0,15,1,1,0
Smith-Peterson,0,50,1,14,1,1,0
Brown LLC,1,2,0,17,0,1,1
"Cooke, Atkinson and Palmer",1,3,0,8,0,0,1
Hamilton Group,0,0,1,15,0,1,1
"Campbell, Sanchez and Turner",0,9,1,10,1,1,0
Snyder-Mckinney,1,35,1,10,0,1,1
Taylor and Sons,0,34,1,0,0,1,0
"Ryan, Pham and Rogers",0,21,1,4,0,0,0
Evans LLC,1,9,0,20,1,0,0
"Sutton, Gonzalez and Colon",1,11,1,15,1,0,0
"Gonzalez, Cox and Holland",1,34,0,12,0,0,1
Franco Ltd,1,36,1,18,1,1,0
Sweeney PLC,1,10,1,17,1,0,0
"Riley, Johnson and Dunn",1,26,1,4,1,1,0
Gilmore and Sons,1,44,0,11,0,0,1
Hoffman-Bates,1,25,1,18,0,1,1
"Holden, Miller and Mcguire",0,10,1,17,0,0,1
Lutz-Brennan,1,46,0,4,1,1,0
"Fisher, Ferguson and Schmitt",1,47,0,17,1,1,0
Foster Inc,1,5,1,17,0,1,0
"Mckee, Stafford and Williams",1,2,1,17,0,0,1
Cannon LLC,1,2,1,9,1,0,0
Robinson-Simmons,0,42,1,8,1,1,0
Nichols-Wilkerson,0,46,1,12,1,1,1
"Hatfield, Jackson and Sherman",1,39,1,11,1,0,1
Parks-Kelly,1,41,0,16,1,0,1
"Ruiz, Gilmore and Nguyen",0,35,1,13,1,1,0
"Chen, Hicks and Kelley",1,28,0,1,0,0,1
Parrish-Ford,1,48,0,7,0,0,1
"Parks, Diaz and Beard",0,11,0,17,1,0,1
Gonzalez Inc,1,22,1,6,1,1,0
Pierce and Sons,0,3,1,17,1,0,1
"Wheeler, Shepherd and Clark",0,3,0,15,1,1,1
"Brock, Roach and Flores",1,47,0,16,0,0,1
"King, Scott and Hernandez",1,34,0,15,0,0,1
Gonzalez PLC,1,17,0,20,0,1,1
Fowler Ltd,1,31,0,7,0,0,1
Scott-Mcclain,0,34,0,16,1,1,0
"White, Stevens and White",1,48,1,18,1,1,0
Lewis PLC,1,12,1,9,0,1,0
"Gonzalez, Rodriguez and Weber",1,38,1,18,1,0,1
Thomas-Cooper,1,29,1,12,1,1,1
Paul LLC,1,24,1,6,0,0,0
Lucas-Welch,1,45,1,16,1,1,1
Gonzalez Inc,1,22,1,6,1,1,0
"Thomas, Stone and Glass",1,12,1,11,1,1,0
"Waters, Simpson and Robertson",0,22,0,10,1,1,1
Barnes Ltd,1,17,1,14,1,1,0
Page-Bush,1,11,0,10,0,1,0
"Trujillo, Perry and Lyons",0,23,1,3,0,0,0
Oconnell Inc,0,10,1,3,1,1,0
Le-Ramsey,0,17,1,9,1,0,1
"Roberts, Weaver and Barber",1,28,1,1,1,1,1
Andrews-Savage,1,15,1,0,1,1,0
Nash Group,1,6,0,3,0,1,0
Christensen-Koch,1,48,0,5,0,0,0
"Delacruz, Smith and Hill",1,39,0,3,0,0,1
Morton-Foster,1,1,1,1,1,1,0
Schmidt-Neal,1,16,0,12,0,1,0
Smith-Hernandez,0,16,1,9,1,0,1
"Hicks, Gallagher and Bradley",0,8,1,4,0,1,1
Oliver PLC,1,0,1,1,1,0,0
Taylor-Rose,1,21,1,5,1,1,0
Ray LLC,1,7,1,10,1,1,1
Mccarty PLC,1,41,1,15,1,0,1
"Robinson, Johnson and Nichols",1,25,0,10,1,1,0
Reynolds Ltd,1,50,1,19,0,0,1
Donaldson and Sons,0,34,1,17,1,0,1
Vega-Jackson,1,28,0,10,0,0,1
"Kidd, Moyer and Rogers",1,36,1,0,1,0,0
"Stanley, Moran and Delacruz",0,26,0,14,1,1,1
Mendoza-Walker,1,27,0,18,0,0,1
Wells PLC,0,14,0,2,0,0,1
Jackson-Christensen,0,38,1,4,0,0,1
Davis Group,1,33,0,8,1,1,1
Richardson-Cain,1,6,1,10,1,0,0
"Munoz, Mahoney and Moody",0,47,0,18,1,1,1
"Elliott, Ramirez and Rogers",1,38,1,12,1,1,0
Green-Nunez,1,12,0,17,1,1,0
Parks-Rice,0,48,0,20,0,0,1
"Moore, Delacruz and Roberts",1,6,1,5,1,0,0
"Nunez, Cabrera and Rose",1,17,1,3,1,1,0
Frederick-Schwartz,0,35,0,13,1,1,0
Gordon PLC,0,32,1,18,1,0,0
"Estrada, Brown and Lopez",0,42,0,2,1,1,1
"Shaw, Andrews and Smith",1,6,1,20,1,1,0
Martinez and Sons,1,0,0,12,1,0,1
Smith-Miller,1,22,0,19,1,1,0
Lucas-Palmer,0,39,1,14,0,1,1
"Pearson, Walsh and Campbell",1,10,1,11,1,1,0
Richards Inc,0,38,1,3,0,0,1
Mendez and Sons,1,17,0,12,1,1,0
"Shaw, Burke and Morgan",0,43,1,18,0,1,1
"Suarez, Newman and Cook",0,16,0,18,0,0,1
Hernandez and Sons,0,24,0,15,0,1,1
Mitchell-Harmon,0,19,0,13,1,0,1
Martinez Group,0,43,0,4,0,1,1
West Ltd,0,8,0,18,0,0,1
Jones-Moore,0,45,0,3,1,1,1
Lewis PLC,1,12,1,9,0,1,0
Schroeder Ltd,1,11,1,14,0,0,1
Reed-Lee,1,39,1,9,0,1,1
Phillips-Ford,0,31,1,15,0,0,1
Moore Group,1,22,1,18,0,0,0
"Hamilton, Benjamin and Mejia",0,46,0,19,1,1,1
Bradley LLC,0,38,0,18,0,1,1
Hester Ltd,1,43,1,7,1,0,0
Parsons and Sons,0,41,0,17,0,1,1
"Jones, Potter and Moran",1,26,0,17,0,0,1
Mccall and Sons,1,46,1,20,0,1,0
"Mason, Drake and Fletcher",1,16,0,12,0,0,1
Lutz-Brennan,1,46,0,4,1,1,0
"Cross, Serrano and Johnson",0,0,1,13,1,0,1
"Livingston, Cameron and Adams",1,19,1,10,0,0,1
Banks PLC,0,24,1,9,1,0,1
"Ayala, Camacho and Moore",1,39,0,17,0,1,1
"Marquez, Evans and Tapia",1,20,1,3,0,1,0
Griffin-Fischer,0,11,1,8,1,0,1
Webster Group,0,18,1,8,1,1,0
Hays LLC,1,49,0,11,1,0,0
Perez Inc,0,50,0,19,1,1,1
Molina-Sanchez,1,26,0,20,0,1,1
"Williams, Sharp and Orozco",1,48,0,14,1,1,1
Anderson-Ryan,1,24,1,6,0,0,1
Bennett-Dickerson,0,4,0,13,0,0,1
Morgan and Sons,1,13,1,10,1,0,0
Ayala Ltd,0,7,1,19,1,1,0
"Fuller, Williams and Smith",1,49,0,19,0,0,1
"Cox, Olson and Brown",0,24,1,8,1,1,0
Love-Williams,0,42,1,3,1,0,1
"Fisher, Young and Robinson",0,30,1,18,0,1,0
Turner-Kennedy,0,7,0,9,0,1,1
"Smith, Nguyen and Padilla",1,1,0,18,0,1,1
"Frank, Beltran and Johnson",1,23,1,20,1,1,0
Edwards-Durham,0,49,1,10,1,1,0
Garcia-Wood,0,37,0,16,1,0,1
Powell Group,1,17,1,6,1,0,1
Kelly-Shaw,1,0,0,18,0,1,1
Castro Group,0,36,1,20,0,0,1
Smith-Macdonald,0,16,0,10,1,1,1
"Estes, Mccall and Patel",1,39,0,6,0,1,1
"Woodard, Guerrero and Tyler",1,22,1,14,1,1,0
Farley Group,1,30,0,15,1,0,1
Ritter LLC,1,39,1,4,1,0,0
Adams Ltd,1,34,1,0,1,1,1
"Pineda, Garcia and Barrett",0,10,1,9,0,1,0
"Mccoy, Boyd and Rodriguez",1,14,0,10,0,0,1
Barton-Walker,1,4,1,14,0,1,0
Donaldson Inc,1,17,0,10,1,1,1
Nelson Inc,1,3,1,9,0,1,0
"Smith, Alvarez and Stanley",0,13,1,7,1,1,1
"Price, Robinson and Vance",0,23,0,2,0,0,1
Tucker-Marsh,1,8,0,16,0,1,1
"Rodgers, Manning and Russo",1,0,0,18,1,0,1
Saunders-Munoz,0,17,0,17,1,1,0
Miller Inc,1,13,1,3,1,1,0
Williams and Sons,0,26,0,6,1,1,1
"Ramirez, Reed and Hunt",1,20,0,18,1,1,0
Coleman Inc,1,16,1,18,1,1,0
Jackson PLC,1,25,1,18,0,1,0
"James, Burton and Kennedy",1,9,1,9,0,1,0
Decker LLC,0,5,1,2,0,1,1
Butler-Johnson,0,9,1,12,1,1,0
"Goodman, Jackson and Richmond",1,7,0,7,1,0,0
Guerrero and Sons,0,26,0,9,0,1,1
Orozco LLC,0,40,1,18,1,1,0
Reese Ltd,1,20,1,7,1,1,0
Hester Ltd,1,43,1,7,1,0,0
Moon PLC,0,9,1,18,0,1,0
White-Robinson,1,29,1,4,1,1,0
"Ho, Torres and Mccoy",1,30,0,18,0,1,1
"Williams, Miller and Dunlap",0,2,0,15,0,0,1
Robinson and Sons,0,36,1,4,1,1,0
Jones-Clay,0,50,0,4,0,1,1
Murray and Sons,1,12,0,15,0,0,1
Patel-Clark,1,15,0,14,1,1,0
English-Bennett,0,8,1,18,1,1,0
Aguilar PLC,1,48,1,8,1,1,0
"Smith, Stone and Bruce",0,6,1,1,1,0,1
Wilson Group,1,26,1,2,0,1,0
Wilson-Brady,0,1,1,15,1,1,0
Henderson Ltd,1,6,0,1,0,1,1
Valentine PLC,1,45,1,0,1,0,0
"Johnson, Willis and Villarreal",0,18,1,20,1,0,1
Shaffer Ltd,1,16,1,9,0,0,1
"Reeves, Burton and Page",1,1,1,2,0,1,0
Ortiz-Harris,0,10,1,16,0,0,1
"Snow, Dean and Roach",1,4,1,3,1,0,1
"Morris, Vasquez and Turner",1,38,1,0,1,1,0
Hall-Brooks,1,50,0,8,1,0,1
Hendricks Ltd,1,21,1,12,0,0,1
Frazier-Kelley,0,17,0,2,0,0,1
"Gomez, Green and Humphrey",1,4,0,7,1,1,1
"Salinas, Vazquez and Cardenas",0,18,1,15,0,0,1
Ramsey-Cooper,1,9,0,6,1,0,1
Barry-Blake,0,4,1,16,0,1,1
King-Dyer,0,22,1,19,0,0,1
"Roy, Lewis and Johnson",1,22,1,9,1,0,0
"Campbell, Gonzalez and Beck",0,28,0,6,0,1,1
"Armstrong, Yates and Baker",1,18,1,15,0,1,1
Stanton Ltd,1,49,1,16,1,1,0
"Lopez, Sanders and Campbell",1,37,1,2,0,1,1
Howell-Ward,1,37,0,6,0,1,1
"Harper, Reed and Kelley",1,20,1,20,0,1,1
Smith-Collins,0,43,1,8,0,0,1
Lozano and Sons,0,18,0,19,0,1,1
Smith-Peterson,0,50,1,14,1,1,0
"Middleton, Williams and Smith",1,3,1,14,1,0,0
"Jordan, Hays and Ward",1,20,0,13,1,1,1
Moore-Mckinney,0,41,0,1,1,1,0
"Beck, Powell and Case",1,14,0,4,0,1,1
Hansen Inc,0,15,0,13,0,0,1
"Clements, Cortez and Adams",1,42,0,5,1,0,1
"Ward, Hendricks and Santiago",1,35,1,3,1,0,0
Mcclain-Steele,1,18,0,9,0,1,1
"White, Stevens and White",1,48,1,18,1,1,0
Simpson-Christensen,1,22,1,16,1,1,0
"Anderson, Rich and Edwards",1,41,0,10,1,1,1
Smith-Mclean,1,9,1,18,1,0,0
Morales-Beasley,1,42,0,8,1,0,1
Davis-Kaiser,1,6,1,17,0,0,0
Briggs-Johnson,1,4,1,20,1,0,0
"George, Hernandez and Boyle",1,34,1,6,1,1,0
Ballard Group,1,5,1,1,1,1,0
"Ward, Smith and Williams",1,8,1,19,1,1,0
Bradford-Flores,1,43,0,0,1,0,1
Hall-Adams,0,26,0,9,1,1,1
Gomez-Jones,1,20,1,6,1,1,0
Lamb Group,1,12,1,4,1,0,0
"Grant, Vaughn and Benson",1,43,1,1,0,1,1
Vargas PLC,1,35,1,19,0,0,1
"Gregory, Barton and Clark",0,13,1,10,1,1,1
Miller Inc,1,13,1,3,1,1,0
Vasquez PLC,1,23,1,20,1,1,1
Brady and Sons,0,19,1,9,0,1,1
Sanchez-Jones,1,2,0,10,0,1,1
"Hoffman, Grant and Johnson",1,3,0,17,0,0,0
Diaz-Miller,1,48,1,9,1,0,1
Jennings-Herman,0,4,1,2,1,0,0
"Soto, Sanchez and Lang",0,36,1,20,0,0,0
Montes-Miles,1,39,0,7,1,1,0
"Duran, Parker and Johnson",0,44,1,14,0,1,1
"Fischer, Johnson and Hunt",0,15,0,8,1,0,1
King-Turner,1,47,0,16,1,1,1
"Brooks, Valdez and Lowe",0,7,1,12,1,1,0
Taylor Ltd,1,46,1,19,0,1,1
Thomas Group,1,8,1,7,1,1,1
"Carey, Kelley and Smith",0,11,0,2,0,1,1
"Thomas, Rose and Shepherd",1,41,0,17,0,1,1
Vaughn and Sons,0,39,1,18,1,0,1
Nichols-Park,1,26,0,4,0,0,1
Allen-Hart,1,46,1,11,0,0,1
Taylor-Cole,1,42,1,11,1,1,0
"Ward, Smith and Williams",1,8,1,19,1,1,0
Berger PLC,0,36,1,6,1,0,0
Davenport-Lewis,0,30,1,11,0,1,1
Farrell-Rasmussen,0,34,1,14,0,0,0
Smith Inc,1,5,0,6,0,1,0
"Hoffman, Grant and Johnson",1,3,0,17,0,0,0
Pena-Williams,0,48,0,15,1,0,1
"Stone, Rogers and Ward",1,20,1,15,0,1,0
Gregory Inc,1,17,0,7,0,0,1
Schmidt PLC,1,18,0,3,0,1,1
Huang Group,0,15,1,20,1,1,1
Hernandez Inc,1,26,0,14,1,1,0
Johnson Group,0,17,1,9,1,0,0
Randolph Group,1,32,0,11,0,0,1
"Koch, Williams and Leon",1,47,1,6,1,1,0
"Hall, Garrett and Allison",1,7,1,9,1,1,0
"Robles, Ross and Taylor",0,47,1,5,1,0,1
"Jackson, Perez and Brooks",0,5,1,4,0,0,0
May-Perez,1,12,0,1,0,1,1
"Winters, Barajas and Evans",1,46,1,2,1,1,0
Moreno-Rodgers,0,13,1,12,1,1,0
"Gordon, Johns and Atkinson",1,9,1,16,0,0,0
Holt-Hanson,0,12,1,10,1,1,1
Williams-Mcgee,0,35,0,11,1,1,1
"Middleton, Williams and Smith",1,3,1,14,1,0,0
Brewer-Walsh,0,36,1,4,0,0,1
Sanchez Ltd,0,39,1,19,1,0,1
Martin Inc,1,15,0,11,1,1,0
Gross and Sons,0,5,0,7,1,0,1
Wright-Jones,0,0,0,5,1,0,1
"Mayo, Franklin and Ellis",0,31,0,9,0,1,1
Hughes and Sons,1,15,0,18,1,1,1
"Ho, Yang and Barrett",1,25,0,1,1,1,0
"Leon, Turner and Fischer",1,8,1,18,0,1,0
Robinson-Simmons,0,42,1,8,1,1,0
"James, Owens and Dixon",0,47,1,7,0,0,1
Woods Group,1,29,0,16,1,1,0
Anderson-Snyder,1,12,0,9,1,1,0
Martinez-Ramirez,0,30,0,17,1,0,1
Brown-Jones,1,49,0,11,1,1,1
"Thompson, Lopez and Murphy",0,4,0,3,1,1,0
Smith Inc,1,5,0,6,0,1,0
"Wilson, Wilkerson and David",0,50,1,5,0,0,1
"Farmer, Morris and Lawrence",1,47,0,6,1,0,1
"Soto, Sanchez and Lang",0,36,1,20,0,0,0
Johnson-Yu,1,45,1,15,0,1,1
Parker-Gregory,0,38,1,12,0,1,1
Ray and Sons,1,7,0,7,1,0,1
"Garcia, Owens and Owens",0,16,0,6,0,1,1
Armstrong-Harmon,1,50,1,2,1,1,1
Johnson PLC,0,42,1,9,0,0,1
Brady Group,1,29,1,6,1,1,0
Jenkins PLC,1,18,0,3,0,1,1
"Cruz, Smith and Roberts",1,40,1,3,1,1,1
Dixon LLC,1,16,1,2,0,1,0
Meadows PLC,1,1,1,6,1,0,0
Gomez-Jones,1,20,1,6,1,1,0
"May, Duran and Martin",0,2,1,9,0,1,1
"Waller, Castillo and Franklin",0,27,0,9,1,1,0
Flores-Knight,1,47,0,4,0,1,1
"Winters, Jenkins and Holt",0,32,1,17,1,1,1
Gomez-Jones,1,20,1,6,1,1,0
Davis-Sharp,0,40,1,11,1,1,0
Johnson Group,0,17,1,9,1,0,0
Stanton Ltd,1,49,1,16,1,1,0
Jones-Sanford,0,42,1,8,0,1,1
Smith LLC,1,18,1,3,1,1,0
Brennan-Webster,0,11,1,1,0,1,0
Saunders-Munoz,0,17,0,17,1,1,0
"Davis, Ayers and Mitchell",1,7,1,10,0,0,1
Gibbs-Jones,1,19,1,5,1,0,1
Cowan-Burke,1,8,1,10,0,1,0
Johnson Inc,0,6,1,4,0,0,0
"Hoffman, Grant and Johnson",1,3,0,17,0,0,0
Gilmore-Villa,0,0,0,7,1,1,1
Foster-Castro,1,33,1,14,0,0,1
"Smith, Williams and Miller",1,0,1,8,1,1,0
Wagner-Stanley,1,23,0,2,0,0,1
Rodriguez Ltd,1,1,1,7,0,1,0
"Macdonald, Moore and Turner",1,24,0,5,0,0,1
Collier-Nelson,1,9,1,4,1,1,1
Carpenter-Evans,1,45,1,6,1,1,0
"Roy, Lewis and Johnson",1,22,1,9,1,0,0
Johnson-Garcia,1,48,1,18,1,0,0
"Hall, Bell and Stokes",1,12,1,8,0,1,0
Jefferson-Jimenez,0,9,0,10,1,0,1
"Novak, Oconnor and Irwin",1,36,1,4,1,0,0
Navarro PLC,0,31,1,13,1,0,0
Anderson-Snyder,1,12,0,9,1,1,0
"Payne, Ramos and Harding",0,10,1,15,1,1,1
Young-Massey,1,1,1,3,1,1,1
"Carter, Drake and Williams",0,5,0,12,1,0,1
West-Cortez,1,28,0,4,0,1,1
Patel-Adams,1,5,1,9,0,0,1
"Gonzalez, Parker and Keller",1,37,0,4,1,1,0
"Arellano, Williams and Vasquez",1,29,0,0,1,1,1
Willis Group,0,10,1,12,0,0,1
Young Ltd,1,19,1,19,1,1,1
"Perez, Robertson and Griffin",1,5,1,12,1,0,0
Orozco LLC,0,40,1,18,1,1,0
Williams LLC,0,42,1,2,1,1,0
Walker-Lawson,0,22,1,13,0,1,1
"Cruz, Bryant and Hooper",1,25,1,16,1,0,0
Coleman and Sons,1,28,0,0,1,1,1
Turner-Price,0,37,0,18,0,0,1
"Pierce, Baker and Johnson",1,22,0,9,0,0,0
Combs-Obrien,0,47,0,3,0,0,1
"Johnson, Perez and Townsend",1,4,0,8,0,0,1
Daniels-Spencer,0,33,1,12,1,1,0
Thomas-Vasquez,1,47,0,3,1,1,0
"Evans, Beard and Hill",1,39,0,14,1,1,0
Lopez-Gonzalez,0,32,1,3,1,0,1
Barajas PLC,1,45,1,4,1,1,0
"Watson, Watkins and Bryant",1,4,1,0,1,1,1
Burke PLC,1,0,0,4,1,0,1
Powell Group,1,46,0,19,1,1,0
Hess-Moore,1,43,0,0,1,0,1
Garrison Inc,1,31,1,4,1,1,0
Lewis PLC,0,9,1,17,0,0,1
Quinn PLC,0,19,1,17,0,1,1
Stevens PLC,1,8,1,4,1,0,0
Bauer and Sons,1,49,1,19,1,1,0
Anderson-Snyder,1,12,0,9,1,1,0
Chapman-Griffin,0,10,1,0,1,0,1
"Scott, Cole and Wang",0,11,0,6,0,0,1
"Kennedy, Hughes and Vasquez",1,28,1,17,1,1,0
"Miller, Reynolds and Johnson",0,1,1,8,1,0,1
Jefferson Group,0,5,1,1,0,0,1
Richards Ltd,0,6,0,19,1,1,1
"Moody, Knight and Miller",0,45,1,1,0,1,1
Young Inc,1,13,1,20,1,0,1
"Morgan, Abbott and Martin",0,13,1,2,0,0,1
"Wilson, Cook and Sandoval",0,21,1,15,1,1,0
Robinson-Simmons,0,42,1,8,1,1,0
Armstrong-Pearson,1,5,1,4,1,0,0
"Potts, Wright and Freeman",0,29,1,11,1,1,1
Williams Inc,1,48,0,1,1,1,1
Gomez Ltd,0,28,1,4,1,1,0
Craig Group,0,11,1,8,0,0,1
Fitzgerald-Anderson,1,33,0,12,1,0,0
Wagner LLC,0,31,0,7,0,1,1
Lee and Sons,0,7,0,16,0,0,1
"Goodwin, Brady and Wilkerson",1,33,0,9,1,0,1
"Williams, Tyler and Escobar",0,34,1,4,0,0,1
Lee-Boone,0,29,0,13,0,0,1
"Perez, Robertson and Griffin",1,5,1,12,1,0,0
"Soto, Sanchez and Lang",0,36,1,20,0,0,0
Taylor Ltd,1,33,0,0,0,1,1
Williams Ltd,0,4,0,6,1,0,1
Rivera-Powers,0,16,0,0,0,1,1
Ryan-Morris,1,30,1,19,1,0,1
"Moran, Yates and Bell",1,14,1,6,0,0,1
Morales-Roach,0,27,1,4,1,1,0
Johnson Ltd,1,24,1,6,0,0,1
Olson-Martin,1,13,1,2,1,1,0
White-Wood,1,0,0,4,1,1,1
Blankenship PLC,1,1,1,18,1,0,0
Rodriguez-Carroll,1,9,0,12,1,0,1
Underwood-Hale,1,50,0,11,0,0,1
Parker Inc,1,5,1,0,1,1,0
"Johnson, Graham and Carter",0,9,1,3,0,0,1
"Torres, Choi and Robbins",0,11,1,8,1,0,0
Valentine PLC,1,45,1,0,1,0,0
Harris-Quinn,1,48,0,15,1,1,1
Mercado LLC,1,12,0,15,1,1,0
"Hamilton, Anderson and Rodriguez",0,5,1,14,1,1,1
"Smith, Jackson and Aguilar",1,21,0,2,1,1,1
George-Meyers,0,0,0,19,0,1,1
"Burke, Wilson and Alexander",0,0,1,12,1,0,1
Smith-Aguilar,1,34,1,9,1,0,1
"Foster, Miller and Wright",0,33,0,12,1,0,1
Page-Bush,1,11,0,10,0,1,0
"Hernandez, Franco and Obrien",1,6,1,14,0,1,0
"Roberts, James and Morris",1,37,1,1,1,1,0
"Briggs, Gonzalez and Wright",0,25,0,17,0,0,1
Yu and Sons,1,9,1,14,0,0,1
Pierce-Little,1,4,0,4,0,1,0
Moran Group,0,16,1,11,1,0,0
Warren Group,1,30,1,4,1,0,1
"Shaw, Andrews and Smith",1,6,1,20,1,1,0
